sample_idx,true_label_encoded,pred_label_encoded,true_label,pred_label,is_correct
994,0,0,normal,normal,True
995,0,0,normal,normal,True
996,0,0,normal,normal,True
997,0,0,normal,normal,True
998,0,0,normal,normal,True
999,0,0,normal,normal,True
1000,0,0,normal,normal,True
1001,0,0,normal,normal,True
1002,0,0,normal,normal,True
1003,0,0,normal,normal,True
1004,0,0,normal,normal,True
1005,0,0,normal,normal,True
1006,0,0,normal,normal,True
1007,0,0,normal,normal,True
1008,0,0,normal,normal,True
1009,0,0,normal,normal,True
1010,0,0,normal,normal,True
1011,0,0,normal,normal,True
1012,0,0,normal,normal,True
1013,0,0,normal,normal,True
1014,0,0,normal,normal,True
1015,0,0,normal,normal,True
1016,0,0,normal,normal,True
1017,0,0,normal,normal,True
1018,0,0,normal,normal,True
1019,0,0,normal,normal,True
1020,0,0,normal,normal,True
1021,0,0,normal,normal,True
1022,0,0,normal,normal,True
1023,0,0,normal,normal,True
1024,0,0,normal,normal,True
1025,0,0,normal,normal,True
1026,0,0,normal,normal,True
1027,0,0,normal,normal,True
1028,0,0,normal,normal,True
1029,0,0,normal,normal,True
1030,0,0,normal,normal,True
1031,0,0,normal,normal,True
1032,0,0,normal,normal,True
1033,0,0,normal,normal,True
1034,0,0,normal,normal,True
1035,0,0,normal,normal,True
1036,0,0,normal,normal,True
1037,0,0,normal,normal,True
1038,0,0,normal,normal,True
1039,0,0,normal,normal,True
1040,0,0,normal,normal,True
1041,0,0,normal,normal,True
1042,0,0,normal,normal,True
1043,0,0,normal,normal,True
1044,0,0,normal,normal,True
1045,0,0,normal,normal,True
1046,0,0,normal,normal,True
1047,0,0,normal,normal,True
1048,0,0,normal,normal,True
1049,0,0,normal,normal,True
1050,0,0,normal,normal,True
1051,0,0,normal,normal,True
1052,0,0,normal,normal,True
1053,0,0,normal,normal,True
1054,0,0,normal,normal,True
1055,0,0,normal,normal,True
1056,0,0,normal,normal,True
1057,0,0,normal,normal,True
1058,0,0,normal,normal,True
1059,0,0,normal,normal,True
1060,0,0,normal,normal,True
1061,0,0,normal,normal,True
1062,0,0,normal,normal,True
1063,0,0,normal,normal,True
1064,0,0,normal,normal,True
1065,0,0,normal,normal,True
1066,0,0,normal,normal,True
1067,0,0,normal,normal,True
1068,0,0,normal,normal,True
1069,0,0,normal,normal,True
1070,0,0,normal,normal,True
1071,0,0,normal,normal,True
1072,0,0,normal,normal,True
1073,0,0,normal,normal,True
1074,0,0,normal,normal,True
1075,0,0,normal,normal,True
1076,0,0,normal,normal,True
1077,0,0,normal,normal,True
1078,0,0,normal,normal,True
1079,0,0,normal,normal,True
1080,0,0,normal,normal,True
1081,0,0,normal,normal,True
1082,0,0,normal,normal,True
1083,0,0,normal,normal,True
1084,0,0,normal,normal,True
1085,0,0,normal,normal,True
1086,0,0,normal,normal,True
1087,0,0,normal,normal,True
1088,0,0,normal,normal,True
1089,0,0,normal,normal,True
1090,0,0,normal,normal,True
1091,0,0,normal,normal,True
1092,0,0,normal,normal,True
1093,0,0,normal,normal,True
1094,0,0,normal,normal,True
1095,0,0,normal,normal,True
1096,0,0,normal,normal,True
1097,0,0,normal,normal,True
1098,0,0,normal,normal,True
1099,0,0,normal,normal,True
1100,0,0,normal,normal,True
1101,0,0,normal,normal,True
1102,0,0,normal,normal,True
1103,0,0,normal,normal,True
1104,0,0,normal,normal,True
1105,0,0,normal,normal,True
1106,0,0,normal,normal,True
1107,0,0,normal,normal,True
1108,0,0,normal,normal,True
1109,0,0,normal,normal,True
1110,0,0,normal,normal,True
1111,0,0,normal,normal,True
1112,0,0,normal,normal,True
1113,0,0,normal,normal,True
1114,0,0,normal,normal,True
1115,0,0,normal,normal,True
1116,0,0,normal,normal,True
1117,0,0,normal,normal,True
1118,0,0,normal,normal,True
1119,0,0,normal,normal,True
1120,0,0,normal,normal,True
1121,0,0,normal,normal,True
1122,0,0,normal,normal,True
1123,0,0,normal,normal,True
1124,0,0,normal,normal,True
1125,0,0,normal,normal,True
1126,0,0,normal,normal,True
1127,0,0,normal,normal,True
1128,0,0,normal,normal,True
1129,0,0,normal,normal,True
1130,0,0,normal,normal,True
1131,0,0,normal,normal,True
1132,0,0,normal,normal,True
1133,0,0,normal,normal,True
1134,0,0,normal,normal,True
1135,0,0,normal,normal,True
1136,0,0,normal,normal,True
1137,0,0,normal,normal,True
1138,0,0,normal,normal,True
1139,0,0,normal,normal,True
1140,0,0,normal,normal,True
1141,0,0,normal,normal,True
1142,0,0,normal,normal,True
1143,0,0,normal,normal,True
1144,0,0,normal,normal,True
1145,0,0,normal,normal,True
1146,0,0,normal,normal,True
1147,0,0,normal,normal,True
1148,0,0,normal,normal,True
1149,0,0,normal,normal,True
1150,0,0,normal,normal,True
1151,0,0,normal,normal,True
1152,0,0,normal,normal,True
1153,0,0,normal,normal,True
1154,0,0,normal,normal,True
1155,0,0,normal,normal,True
1156,0,0,normal,normal,True
1157,0,0,normal,normal,True
1158,0,0,normal,normal,True
1159,0,0,normal,normal,True
1160,0,0,normal,normal,True
1161,0,0,normal,normal,True
1162,0,0,normal,normal,True
1163,0,0,normal,normal,True
1164,0,0,normal,normal,True
1165,0,0,normal,normal,True
1166,0,0,normal,normal,True
1167,0,0,normal,normal,True
1168,0,0,normal,normal,True
1169,0,0,normal,normal,True
1170,0,0,normal,normal,True
1171,0,0,normal,normal,True
1172,0,0,normal,normal,True
1173,0,0,normal,normal,True
1174,0,0,normal,normal,True
1175,0,0,normal,normal,True
1176,0,0,normal,normal,True
1177,0,0,normal,normal,True
1178,0,0,normal,normal,True
1179,0,0,normal,normal,True
1180,0,0,normal,normal,True
1181,0,0,normal,normal,True
1182,0,0,normal,normal,True
1183,0,0,normal,normal,True
1184,0,0,normal,normal,True
1185,0,0,normal,normal,True
1186,0,0,normal,normal,True
1187,0,0,normal,normal,True
1188,0,0,normal,normal,True
1189,0,0,normal,normal,True
1190,0,0,normal,normal,True
1191,0,0,normal,normal,True
1192,0,0,normal,normal,True
1193,0,0,normal,normal,True
1194,0,0,normal,normal,True
1195,0,0,normal,normal,True
1196,0,0,normal,normal,True
1197,0,0,normal,normal,True
1198,0,0,normal,normal,True
1199,0,0,normal,normal,True
1200,0,0,normal,normal,True
1201,0,0,normal,normal,True
1202,0,0,normal,normal,True
1203,0,0,normal,normal,True
1204,0,0,normal,normal,True
1205,0,0,normal,normal,True
1206,0,0,normal,normal,True
1207,0,0,normal,normal,True
1208,0,0,normal,normal,True
1209,0,0,normal,normal,True
1210,0,0,normal,normal,True
1211,0,0,normal,normal,True
1212,0,0,normal,normal,True
1213,0,0,normal,normal,True
1214,0,0,normal,normal,True
1215,0,0,normal,normal,True
1216,0,0,normal,normal,True
1217,0,0,normal,normal,True
1218,0,0,normal,normal,True
1219,0,0,normal,normal,True
1220,0,0,normal,normal,True
1221,0,0,normal,normal,True
1222,0,0,normal,normal,True
1223,0,0,normal,normal,True
1224,0,0,normal,normal,True
1225,0,0,normal,normal,True
1226,0,0,normal,normal,True
1227,0,0,normal,normal,True
1228,0,0,normal,normal,True
1229,0,0,normal,normal,True
1230,0,0,normal,normal,True
1231,0,0,normal,normal,True
1232,0,0,normal,normal,True
1233,0,0,normal,normal,True
1234,0,0,normal,normal,True
1235,0,0,normal,normal,True
1236,0,0,normal,normal,True
1237,0,0,normal,normal,True
1238,0,0,normal,normal,True
1239,0,0,normal,normal,True
1240,0,0,normal,normal,True
1241,0,0,normal,normal,True
1242,0,0,normal,normal,True
1243,0,0,normal,normal,True
1244,0,0,normal,normal,True
1245,0,0,normal,normal,True
1246,0,0,normal,normal,True
1247,0,0,normal,normal,True
1248,0,0,normal,normal,True
1249,0,0,normal,normal,True
1250,0,0,normal,normal,True
1251,0,0,normal,normal,True
1252,0,0,normal,normal,True
1253,0,0,normal,normal,True
1254,0,0,normal,normal,True
1255,0,0,normal,normal,True
1256,0,0,normal,normal,True
1257,0,0,normal,normal,True
1258,0,0,normal,normal,True
1259,0,0,normal,normal,True
1260,0,0,normal,normal,True
1261,0,0,normal,normal,True
1262,0,0,normal,normal,True
1263,0,0,normal,normal,True
1264,0,0,normal,normal,True
1265,0,0,normal,normal,True
1266,0,0,normal,normal,True
1267,0,0,normal,normal,True
1268,0,0,normal,normal,True
1269,0,0,normal,normal,True
1270,0,0,normal,normal,True
1271,0,0,normal,normal,True
1272,0,0,normal,normal,True
1273,0,0,normal,normal,True
1274,0,0,normal,normal,True
1275,0,0,normal,normal,True
1276,0,0,normal,normal,True
1277,0,0,normal,normal,True
1278,0,0,normal,normal,True
1279,0,0,normal,normal,True
1280,0,0,normal,normal,True
1281,0,0,normal,normal,True
1282,0,0,normal,normal,True
1283,0,0,normal,normal,True
1284,0,0,normal,normal,True
1285,0,0,normal,normal,True
1286,0,0,normal,normal,True
1287,0,0,normal,normal,True
1288,0,0,normal,normal,True
1289,0,0,normal,normal,True
1290,0,0,normal,normal,True
1291,0,0,normal,normal,True
1292,0,0,normal,normal,True
1293,0,0,normal,normal,True
1294,0,0,normal,normal,True
1295,0,0,normal,normal,True
1296,0,0,normal,normal,True
1297,0,0,normal,normal,True
1298,0,0,normal,normal,True
1299,0,0,normal,normal,True
1300,0,0,normal,normal,True
1301,0,0,normal,normal,True
1302,0,0,normal,normal,True
1303,0,0,normal,normal,True
1304,0,0,normal,normal,True
1305,0,0,normal,normal,True
1306,0,0,normal,normal,True
1307,0,0,normal,normal,True
1308,0,0,normal,normal,True
1309,0,0,normal,normal,True
1310,0,0,normal,normal,True
1311,0,0,normal,normal,True
1312,0,0,normal,normal,True
1313,0,0,normal,normal,True
1314,0,0,normal,normal,True
1315,0,0,normal,normal,True
1316,0,0,normal,normal,True
1317,0,0,normal,normal,True
1318,0,0,normal,normal,True
1319,0,0,normal,normal,True
1320,0,0,normal,normal,True
1321,0,0,normal,normal,True
1322,0,0,normal,normal,True
1323,0,0,normal,normal,True
1324,0,0,normal,normal,True
1325,0,0,normal,normal,True
1326,0,0,normal,normal,True
1327,0,0,normal,normal,True
1328,0,0,normal,normal,True
1329,0,0,normal,normal,True
1330,0,0,normal,normal,True
1331,0,0,normal,normal,True
1332,0,0,normal,normal,True
1333,0,0,normal,normal,True
1334,0,0,normal,normal,True
1335,0,0,normal,normal,True
1336,0,0,normal,normal,True
1337,0,0,normal,normal,True
1338,0,0,normal,normal,True
1339,0,0,normal,normal,True
1340,0,0,normal,normal,True
1341,0,0,normal,normal,True
1342,0,0,normal,normal,True
1343,0,0,normal,normal,True
1344,0,0,normal,normal,True
1345,0,0,normal,normal,True
1346,0,0,normal,normal,True
1347,0,0,normal,normal,True
1348,0,0,normal,normal,True
1349,0,0,normal,normal,True
1350,0,0,normal,normal,True
1351,0,0,normal,normal,True
1352,0,0,normal,normal,True
1353,0,0,normal,normal,True
1354,0,0,normal,normal,True
1355,0,0,normal,normal,True
1356,0,0,normal,normal,True
1357,0,0,normal,normal,True
1358,0,0,normal,normal,True
1359,0,0,normal,normal,True
1360,0,0,normal,normal,True
1361,0,0,normal,normal,True
1362,0,0,normal,normal,True
1363,0,0,normal,normal,True
1364,0,0,normal,normal,True
1365,0,0,normal,normal,True
1366,0,0,normal,normal,True
1367,0,0,normal,normal,True
1368,0,0,normal,normal,True
1369,0,0,normal,normal,True
1370,0,0,normal,normal,True
1371,0,0,normal,normal,True
1372,0,0,normal,normal,True
1373,0,0,normal,normal,True
1374,0,0,normal,normal,True
1375,0,0,normal,normal,True
1376,0,0,normal,normal,True
1377,0,0,normal,normal,True
1378,0,0,normal,normal,True
1379,0,0,normal,normal,True
1380,0,0,normal,normal,True
1381,0,0,normal,normal,True
1382,0,0,normal,normal,True
1383,0,0,normal,normal,True
1384,0,0,normal,normal,True
1385,0,0,normal,normal,True
1386,0,0,normal,normal,True
1387,0,0,normal,normal,True
1388,0,0,normal,normal,True
1389,0,0,normal,normal,True
1390,0,0,normal,normal,True
1391,0,0,normal,normal,True
1392,0,0,normal,normal,True
1393,0,0,normal,normal,True
1394,0,0,normal,normal,True
1395,0,0,normal,normal,True
1396,0,0,normal,normal,True
1397,0,0,normal,normal,True
1398,0,0,normal,normal,True
1399,0,0,normal,normal,True
